YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(months),Gender,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.2,16.2,,,14.6,17.7,2291,,,Female,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Gender,Female,GEN,FEMALE
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.1,14.1,,,12.6,15.6,1973,,24 - 35,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),24 - 35,AGEMO,AGEMO2435
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.3,15.3,,,13.5,17.1,1518,,36 - 47,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),36 - 47,AGEMO,AGEMO3647
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.6,16.6,,,14.2,18.9,971,,48 - 59,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),48 - 59,AGEMO,AGEMO4859
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,7.8,7.8,,,0.2,15.5,51,,,,Non-Hispanic White,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.1,13.1,,,11.9,14.3,3035,,,,Non-Hispanic Black,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,19.4,19.4,,,17.2,21.6,1257,,,,Hispanic,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,21.5,21.5,,,13.6,29.4,107,,,,Asian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.1,15.1,,,14.2,16.1,5182,Total,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Total,Total,OVR,OVERALL
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.0,14.0,,,12.7,15.3,2621,,,Male,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Gender,Male,GEN,MALE
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.3,16.3,,,14.9,17.8,2561,,,Female,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Gender,Female,GEN,FEMALE
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.4,15.4,,,13.9,16.9,2276,,24 - 35,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),24 - 35,AGEMO,AGEMO2435
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.1,15.1,,,13.5,16.8,1764,,36 - 47,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),36 - 47,AGEMO,AGEMO3647
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.7,14.7,,,12.7,16.8,1142,,48 - 59,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),48 - 59,AGEMO,AGEMO4859
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.2,17.2,,,9.4,25.0,93,,,,Non-Hispanic White,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,12.0,12.0,,,10.9,13.1,3273,,,,Non-Hispanic Black,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,21.3,21.3,,,19.4,23.3,1707,,,,Hispanic,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Hispanic,RACE,RACEHIS
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2010,2010,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,12.1,12.1,,,5.6,18.7,99,,,,Asian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.9,14.9,,,13.9,15.8,5452,Total,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Total,Total,OVR,OVERALL
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.1,15.1,,,13.8,16.5,2692,,,Male,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Gender,Male,GEN,MALE
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.6,14.6,,,13.3,16.0,2760,,,Female,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Gender,Female,GEN,FEMALE
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.5,13.5,,,12.1,14.9,2155,,24 - 35,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),24 - 35,AGEMO,AGEMO2435
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.5,15.5,,,13.9,17.1,1959,,36 - 47,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),36 - 47,AGEMO,AGEMO3647
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.2,16.2,,,14.2,18.2,1338,,48 - 59,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),48 - 59,AGEMO,AGEMO4859
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,16.8,16.8,,,10.2,23.4,125,,,,Non-Hispanic White,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,12.4,12.4,,,11.3,13.5,3418,,,,Non-Hispanic Black,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,19.5,19.5,,,17.7,21.4,1811,,,,Hispanic,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Hispanic,RACE,RACEHIS
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2012,2012,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.6,13.6,,,6.3,20.9,88,,,,Asian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.6,13.6,,,12.0,15.1,1872,,24 - 35,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),24 - 35,AGEMO,AGEMO2435
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,13.8,13.8,,,12.1,15.5,1622,,36 - 47,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),36 - 47,AGEMO,AGEMO3647
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,17.0,17.0,,,14.8,19.2,1114,,48 - 59,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Age (months),48 - 59,AGEMO,AGEMO4859
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.3,14.3,,,12.9,15.7,2352,,,Female,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Gender,Female,GEN,FEMALE
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.6,14.6,,,13.2,16.1,2256,,,Male,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Gender,Male,GEN,MALE
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,14.5,14.5,,,13.5,15.5,4608,Total,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Total,Total,OVR,OVERALL
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,,,~,"Data not available because sample size is insufficient.  If data only missing for the confidence interval, the confidence interval was not calculated.",,,,,,,American Indian/Alaska Native,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,11.0,11.0,,,3.6,18.3,73,,,,Asian/Pacific Islander,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Asian/Pacific Islander,RACE,RACEAPI
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,12.6,12.6,,,11.4,13.8,2972,,,,Non-Hispanic Black,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,15.0,15.0,,,8.7,21.2,127,,,,Non-Hispanic White,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2014,2014,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,Value,18.6,18.6,,,16.6,20.6,1430,,,,Hispanic,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q040,VALUE,11,Race/Ethnicity,Hispanic,RACE,RACEHIS
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,13.3,13.3,,,11.8,14.8,1973,,24 - 35,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q041,VALUE,11,Age (months),24 - 35,AGEMO,AGEMO2435
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,14.5,14.5,,,13.5,15.6,4462,Total,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q041,VALUE,11,Total,Total,OVR,OVERALL
2008,2008,DC,District of Columbia,"Women, Infants, and Children Participant and Program Characteristics",Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,,Value,16.1,16.1,,,14.5,17.6,2171,,,Male,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q041,VALUE,11,Gender,Male,GEN,MALE
